tsne_1,tsne_2,sirna_id,predicted,experiment,plate,well
-24.73542,10.346429,1125,1125,HEPG2-10,4,H07
19.357878,56.967625,1115,1115,HUVEC-08,3,C03
-1.7542408,-53.527912,1128,1128,HUVEC-16,2,C11
-30.996494,-37.00526,1135,1135,RPE-04,4,J03
-46.239597,-5.476244,1136,1136,HUVEC-18,2,M19
45.141098,-20.221153,1133,1133,HUVEC-18,2,M07
-11.285296,-16.412083,1116,1116,RPE-01,4,C19
-4.3442483,-8.410723,1138,1138,HUVEC-06,4,B02
37.31477,13.130907,1108,1108,RPE-08,1,C03
26.52764,10.160212,1108,1108,HEPG2-05,4,F03
-1.7847428,25.308788,1126,1126,HEPG2-09,3,H22
40.115227,-37.58399,1130,1130,RPE-10,3,H11
30.040527,21.905474,1129,1129,RPE-03,3,J15
22.706537,-37.06796,1130,1130,HUVEC-17,4,M22
-58.00638,27.376907,1116,1116,HUVEC-19,2,F19
-11.766223,-15.154383,1116,1116,RPE-05,2,J22
11.314706,-4.811173,1138,1138,RPE-02,1,B02
-51.914494,-21.94809,1109,1109,HUVEC-01,2,F22
-16.75911,1.5291977,1109,1109,HEPG2-10,3,C15
21.283424,40.696983,1129,1129,HUVEC-05,2,F11
-53.21021,28.835752,1116,1116,HUVEC-08,1,J03
-25.00831,10.33592,1125,1125,HEPG2-10,2,F03
26.294992,8.664388,1108,1108,HEPG2-07,2,F22
16.396252,4.9844522,1133,1133,HEPG2-06,3,J07
-1.9003124,17.774523,1126,1126,RPE-04,4,C15
23.898182,-35.264164,1130,1130,HUVEC-22,1,M22
-31.93625,21.124592,1125,1125,HUVEC-10,1,C11
29.841223,24.075815,1129,1129,RPE-04,2,F03
38.106937,10.860971,1108,1108,RPE-06,4,M07
21.459362,58.24506,1115,1115,HUVEC-17,3,C15
-33.86276,-20.558933,1136,1136,RPE-04,4,M11
-18.993916,32.328854,1137,1137,HEPG2-10,4,J15
1.2114716,-49.317093,1128,1128,HUVEC-08,4,J15
29.864586,-22.148655,1130,1130,HEPG2-01,1,J22
17.624949,41.654327,1129,1129,HUVEC-04,2,H07
1.7973481,71.334915,1134,1134,RPE-10,1,J22
-34.837906,23.244802,1125,1125,HUVEC-24,4,C22
17.050571,-21.899363,1131,1131,HEPG2-10,2,J03
9.815484,17.667347,1115,1115,HEPG2-07,2,C07
40.32405,-37.84682,1130,1130,RPE-04,3,C03
53.25752,16.299387,1121,1121,U2OS-03,4,J19
37.743195,9.933101,1108,1108,RPE-06,4,M07
32.375366,37.76094,1129,1129,HUVEC-13,1,J22
43.47484,-22.157194,1133,1133,HUVEC-04,1,F19
9.73521,-19.412657,1131,1131,U2OS-03,1,F19
-4.026598,-49.553825,1117,1117,HUVEC-12,4,J03
-1.4291608,-6.965385,1138,1138,HUVEC-08,1,B02
-18.510168,43.143448,1137,1137,U2OS-05,2,H11
-11.106773,19.588114,1126,1126,HUVEC-11,3,M07
24.042837,59.44315,1115,1115,HUVEC-05,1,M19
-53.738552,28.46756,1116,1116,HUVEC-04,1,J07
26.954817,-54.92576,1131,1131,RPE-02,4,M19
9.567587,-19.433176,1131,1131,U2OS-03,3,F19
-1.6360532,-56.133453,1117,1117,HUVEC-05,4,F11
-57.10052,29.396624,1116,1116,HUVEC-14,1,J07
-58.73866,11.443878,1123,1123,RPE-10,3,F19
-8.908749,35.92759,1134,1134,HEPG2-11,4,M07
42.72262,-17.572645,1133,1133,HUVEC-07,2,M07
10.6694765,-4.6641994,1138,1138,RPE-04,2,B02
-41.38975,47.932045,1137,1137,RPE-02,3,C22
11.515731,49.101917,1115,1115,RPE-09,3,H07
17.194283,40.754288,1129,1129,HUVEC-04,3,J19
-32.681416,-19.993378,1136,1136,RPE-08,2,J03
16.937887,4.498391,1133,1133,HEPG2-03,2,H22
1.4126374,40.387726,1124,1124,U2OS-05,4,H19
-20.063965,32.921295,1137,1137,HEPG2-05,4,H19
24.516405,-34.984726,1130,1130,HUVEC-13,1,J03
10.333403,-68.725624,1131,1131,HUVEC-14,4,J03
26.53089,8.641502,1108,1108,HEPG2-10,1,J15
14.634019,4.461895,1133,1133,HEPG2-04,2,M22
53.70129,28.085783,1121,1121,HUVEC-19,3,F15
-19.521387,-57.11634,1135,1135,HUVEC-06,3,H11
10.587077,5.1613617,1138,1133,HEPG2-01,4,O09
52.768097,25.102404,1121,1121,HUVEC-10,1,F15
20.457218,56.1992,1115,1115,HUVEC-11,1,H22
-44.173374,-8.312003,1136,1136,HUVEC-09,2,M11
-14.25541,2.4150002,1109,1109,HEPG2-09,2,J22
-55.055035,-21.841114,1109,1109,HUVEC-14,1,F22
-47.487118,-40.663284,1109,1109,RPE-03,3,C07
0.14296064,-6.3948393,1138,1138,HUVEC-07,3,M05
31.735191,37.13902,1129,1129,HUVEC-07,4,J15
-54.037212,3.378002,1123,1123,U2OS-01,2,F11
32.573856,38.251724,1129,1129,HUVEC-23,2,M15
-10.662781,65.020805,1134,1134,HUVEC-20,4,J15
22.484146,58.38815,1115,1115,HUVEC-07,1,F07
-1.9772356,9.663637,1126,1126,U2OS-03,3,M07
52.32977,24.836958,1121,1121,HUVEC-15,2,F03
-22.804173,-9.104637,1136,1136,HEPG2-06,1,F19
-46.651447,-42.156666,1109,1109,RPE-10,4,F03
19.375946,-12.688905,1116,1116,HEPG2-04,4,M22
-21.277346,-23.286425,1117,1117,HEPG2-09,3,J15
-13.019537,64.9995,1134,1134,HUVEC-09,3,C19
59.010887,10.01289,1121,1121,HEPG2-01,2,M03
12.925469,-37.99045,1128,1128,HUVEC-05,2,M22
4.0411167,-18.98054,1116,1116,U2OS-04,2,J15
32.133057,-33.862915,1130,1130,U2OS-05,3,C15
15.942081,-22.570234,1131,1131,HEPG2-06,3,C11
69.04219,-7.8559346,1124,1124,HUVEC-16,3,C07
-30.527193,-13.967812,1136,1136,U2OS-03,1,M07
-9.91614,-33.258213,1117,1117,U2OS-05,2,M03
-47.82202,-41.365807,1109,1109,RPE-01,4,F11
-2.42758,16.61281,1126,1126,RPE-10,1,C15
-46.45057,-40.66456,1109,1109,RPE-09,3,C03
-53.6139,31.7044,1116,1116,HUVEC-23,2,C03
23.967432,-38.75976,1130,1130,HUVEC-11,1,M19
42.94873,-0.83824456,1108,1108,HUVEC-23,3,F03
-9.613756,-15.2804785,1116,1116,RPE-02,1,J15
14.403176,23.621141,1115,1115,U2OS-03,1,H19
-0.985799,-27.557814,1117,1117,RPE-04,3,H07
-5.5893445,3.9581232,1125,1125,U2OS-01,2,H22
-8.0945,35.977707,1134,1134,HEPG2-07,3,H03
42.9048,0.57284373,1108,1108,HUVEC-17,3,F22
46.178165,-21.472065,1133,1133,HUVEC-03,3,H07
42.508663,-20.785793,1133,1133,HUVEC-23,2,M22
45.866467,2.1261795,1108,1108,HUVEC-09,2,H15
-17.535192,-27.25518,1117,1117,HEPG2-01,1,F19
61.19429,11.75317,1121,1121,HEPG2-09,1,F03
24.081608,59.413998,1115,1115,HUVEC-05,4,C03
16.596495,-20.822962,1131,1131,HEPG2-09,1,H22
-25.230137,-46.227222,1135,1135,U2OS-05,3,M15
0.06864204,-51.415493,1128,1128,HUVEC-12,3,C03
26.976542,-20.817657,1130,1130,HEPG2-06,3,C03
41.251205,-37.676563,1130,1130,RPE-11,4,F22
-1.2216269,-4.074795,1138,1138,HUVEC-23,2,B02
-11.207461,14.970224,1126,1126,HUVEC-19,3,C11
43.02899,-18.510004,1133,1133,HUVEC-15,2,H07
-28.164457,39.18949,1137,1137,HUVEC-22,2,F19
-44.23632,-5.953912,1136,1136,HUVEC-14,1,C03
-2.432673,-28.254229,1117,1117,RPE-08,4,H19
45.674324,-1.8898058,1108,1108,HUVEC-22,1,H15
9.442208,-65.337425,1131,1131,HUVEC-03,2,J07
-0.3913038,-51.209167,1128,1128,HUVEC-09,4,C03
51.09363,27.785318,1121,1121,HUVEC-01,4,M22
-47.85841,-41.00421,1109,1109,RPE-09,2,J11
29.257584,-6.132026,1133,1133,RPE-07,2,M11
29.69453,-21.272831,1130,1130,HEPG2-04,3,C11
30.327505,-6.867483,1133,1133,RPE-01,2,M22
9.136502,16.44276,1115,1115,HEPG2-02,2,F15
5.903506,-38.080776,1128,1128,HEPG2-03,2,H19
-30.146362,39.586056,1137,1137,HUVEC-15,4,H07
-30.673058,-14.21431,1136,1136,U2OS-01,2,M22
-3.44783,-29.8749,1128,1128,RPE-06,2,C22
9.714846,17.23896,1115,1115,HEPG2-04,2,F15
-0.8114654,-27.683788,1128,1128,RPE-03,1,J11
-12.921958,17.442999,1126,1126,HUVEC-03,2,H11
-16.70063,2.7245553,1109,1109,HEPG2-04,1,H07
29.443228,23.159994,1129,1129,RPE-11,3,H11
0.7452234,-3.9996612,1138,1138,HUVEC-19,4,B02
-40.845287,-6.735399,1136,1136,HUVEC-07,4,M19
-0.8162915,-50.073963,1117,1117,HUVEC-12,4,J03
-16.939598,2.1667593,1109,1109,HEPG2-04,3,M03
23.739159,-36.85806,1130,1130,HUVEC-14,3,J19
-22.862127,-56.696293,1135,1135,HUVEC-09,3,H15
-16.765789,64.846535,1134,1134,HUVEC-24,1,H19
18.269762,-12.679231,1116,1116,HEPG2-04,2,M19
16.544117,4.234505,1133,1133,HEPG2-11,3,M03
-70.84141,-3.944826,1123,1123,HUVEC-14,2,C03
0.110948764,25.939684,1126,1126,HEPG2-11,3,H19
5.2419553,-19.61361,1116,1116,U2OS-01,4,J07
44.21781,-18.932306,1133,1133,HUVEC-20,2,H22
0.2477408,-47.664513,1128,1128,HUVEC-20,1,M19
28.15577,-55.100945,1131,1131,RPE-08,4,J07
18.903784,-11.782024,1116,1116,HEPG2-06,3,C15
-0.056983948,61.251846,1134,1134,U2OS-04,1,C22
-0.40421575,-53.604794,1117,1117,HUVEC-16,1,C15
19.64123,33.14509,1129,1129,HEPG2-03,4,J11
-1.2233415,-45.64678,1117,1117,HUVEC-15,1,F19
-51.355545,-20.669733,1109,1109,HUVEC-13,4,M19
-0.07082962,-47.1244,1117,1117,HUVEC-07,2,F15
-9.071444,16.913786,1126,1126,HUVEC-06,3,J03
52.646957,16.621748,1121,1121,U2OS-03,2,M19
-9.605686,36.784027,1134,1134,HEPG2-07,2,F07
-43.178764,-4.831782,1136,1136,HUVEC-04,2,C03
2.174809,-51.78681,1128,1128,HUVEC-18,1,J11
0.90996766,26.964767,1126,1126,HEPG2-10,4,C15
-71.18259,-2.3912055,1123,1123,HUVEC-23,3,H22
-8.685983,35.726566,1134,1134,HEPG2-07,4,H22
1.6076491,-5.08302,1138,1138,HUVEC-14,1,F19
-43.81603,-4.7730656,1136,1136,HUVEC-03,4,J03
47.876244,-19.986887,1133,1133,HUVEC-03,1,C07
72.50018,-9.015442,1124,1124,HUVEC-13,3,F19
-2.8311014,-47.79183,1128,1128,HUVEC-11,4,M07
18.432154,-12.236518,1116,1116,HEPG2-02,1,J11
32.889385,35.416145,1129,1129,HUVEC-10,3,F03
-27.653454,41.234715,1137,1137,HUVEC-09,1,M11
-34.869396,21.699324,1125,1125,HUVEC-10,2,M22
-69.31961,-3.3697617,1123,1123,HUVEC-12,3,C19
51.377388,27.013874,1121,1121,HUVEC-09,3,M07
-12.778062,16.838554,1126,1126,HUVEC-03,3,J22
-41.513546,10.746661,1125,1125,RPE-11,3,F11
60.47605,8.833503,1121,1121,HEPG2-06,1,M11
-30.281002,-37.596893,1135,1135,RPE-10,3,H07
21.066174,13.177729,1108,1108,U2OS-05,3,J07
-20.236103,-58.94727,1135,1135,HUVEC-04,4,C03
-33.123474,-20.732105,1136,1136,RPE-11,2,C19
-11.655863,64.10839,1134,1134,HUVEC-10,1,F11
-5.5627303,-55.128475,1117,1117,HUVEC-03,1,J11
16.270428,-21.995386,1131,1131,HEPG2-11,1,H11
28.626932,-22.140207,1130,1130,HEPG2-08,3,C03
2.9819748,-48.64863,1117,1128,HUVEC-19,3,J15
8.643475,-68.9821,1131,1131,HUVEC-24,2,J15
44.772514,-0.98823255,1108,1108,HUVEC-19,4,F19
-3.0518928,16.803238,1126,1126,RPE-10,1,C15
-40.904305,-5.183026,1136,1136,HUVEC-01,2,C07
-32.670647,-14.047667,1136,1136,U2OS-04,1,M19
73.33921,-5.2082677,1124,1124,HUVEC-06,4,C11
0.43100396,25.411304,1126,1126,HEPG2-10,1,C07
-21.367638,-55.729862,1135,1135,HUVEC-15,2,C19
18.11436,-10.847273,1116,1116,HEPG2-02,2,H07
-51.244392,-23.974945,1109,1109,HUVEC-11,2,C15
-33.888233,-19.670927,1136,1136,RPE-02,3,H03
-67.836136,-5.5435023,1123,1123,HUVEC-12,1,J11
-12.324824,64.43285,1134,1134,HUVEC-12,4,M15
-9.458301,36.240314,1134,1134,HEPG2-11,1,M11
-71.71545,-4.504005,1123,1123,HUVEC-22,2,H15
15.734378,3.757345,1133,1133,HEPG2-04,4,F15
-17.012249,-24.2803,1128,1117,HEPG2-10,2,C22
10.611569,-64.86438,1131,1131,HUVEC-06,3,H15
-41.604748,11.961568,1125,1125,RPE-05,1,F15
-1.6591531,-48.48958,1128,1128,HUVEC-11,1,M15
-71.85552,-5.8477526,1123,1123,HUVEC-21,3,C11
-6.1123233,21.63551,1126,1126,HUVEC-05,3,M07
-56.707073,27.21788,1116,1116,HUVEC-22,4,M15
12.051815,50.14462,1115,1115,RPE-09,1,H22
27.95676,-21.964352,1130,1130,HEPG2-08,4,F11
-41.77877,10.662606,1125,1125,RPE-03,4,H22
7.4353075,5.896622,1138,1138,HEPG2-07,4,B02
2.5143232,69.941124,1134,1134,RPE-09,1,F22
-0.7853684,-8.736723,1138,1138,HUVEC-11,3,B02
47.31724,-19.70601,1133,1133,HUVEC-07,4,M07
7.302238,17.046587,1115,1115,HEPG2-02,3,M07
-40.86144,12.030976,1125,1125,RPE-05,2,J03
17.628347,-12.01565,1116,1116,HEPG2-01,3,C11
47.69122,-22.51454,1133,1133,HUVEC-19,3,H03
-19.862204,32.026375,1137,1137,HEPG2-07,4,J07
-66.91707,-3.2556033,1123,1123,HUVEC-08,3,F03
-1.5272232,-5.329889,1138,1138,HUVEC-12,3,B02
-53.043888,-21.550411,1109,1109,HUVEC-04,4,F15
23.71285,-0.9687688,1133,1133,U2OS-03,1,C19
33.190098,36.401623,1129,1129,HUVEC-16,3,J03
-14.045654,18.037682,1126,1126,HUVEC-16,3,F22
60.549248,11.18442,1121,1121,HEPG2-11,3,F11
2.8832617,72.0127,1134,1134,RPE-01,1,H07
0.09443203,25.38007,1126,1126,HEPG2-10,4,C15
30.191032,-6.280085,1133,1133,RPE-04,4,J11
27.554255,7.7357755,1108,1108,HEPG2-04,4,M15
-16.837212,-25.995071,1128,1128,HEPG2-08,3,M22
-27.164558,40.955807,1137,1137,HUVEC-06,4,J19
11.22248,-68.5844,1131,1131,HUVEC-04,1,F07
10.490441,-38.34245,1128,1128,HUVEC-02,3,M07
-17.79141,42.388123,1137,1137,U2OS-05,4,C19
-40.06156,11.496412,1125,1125,RPE-08,2,J19
-12.54867,66.26479,1134,1134,HUVEC-10,3,F11
-40.58021,-5.6723056,1136,1136,HUVEC-07,2,M19
17.117744,-11.974119,1116,1116,HEPG2-02,3,C22
9.9523,-4.031595,1138,1138,RPE-05,4,B02
-32.713398,18.93161,1125,1125,HUVEC-19,3,H22
42.979362,21.304535,1121,1121,RPE-09,4,H07
-22.34565,-9.201057,1136,1136,HEPG2-01,1,M03
-0.6557378,49.710575,1124,1124,RPE-08,1,J11
-3.5244257,-52.285496,1128,1128,HUVEC-21,1,H11
40.863438,-39.247948,1130,1130,RPE-02,4,F22
-8.097495,36.264362,1134,1134,HEPG2-08,3,H03
22.622896,-38.39216,1130,1130,HUVEC-06,1,C07
18.41894,21.14827,1129,1129,U2OS-04,1,F22
-52.308605,30.764719,1116,1116,HUVEC-18,4,F11
-23.31153,-57.57285,1135,1135,HUVEC-08,1,F07
46.15635,-17.0393,1133,1133,HUVEC-16,1,C22
43.027622,-19.45597,1133,1133,HUVEC-13,3,C19
9.064274,-69.60075,1131,1131,HUVEC-19,2,H22
27.483799,-55.495174,1131,1131,RPE-08,4,J07
12.264389,-4.710949,1138,1138,RPE-11,3,B02
73.264046,-8.988421,1124,1124,HUVEC-09,4,F19
20.086561,-11.676211,1116,1116,HEPG2-01,1,C19
0.30675513,48.212376,1124,1124,RPE-04,3,J03
-52.693817,-24.30497,1109,1109,HUVEC-19,3,M11
40.85642,-0.6075529,1108,1108,HUVEC-08,4,C11
-12.955884,19.19849,1126,1126,HUVEC-12,2,C11
-28.460058,39.89908,1137,1137,HUVEC-11,3,C22
31.106398,-7.5315666,1133,1133,RPE-04,1,M19
41.316914,-18.247622,1133,1133,HUVEC-05,2,J03
37.209755,11.641634,1108,1108,RPE-05,4,M22
-15.438145,65.413185,1134,1134,HUVEC-22,3,C15
22.275394,-34.312725,1130,1130,HUVEC-01,2,M03
23.337831,-0.92046565,1133,1133,U2OS-03,3,F15
-70.14199,-5.428637,1123,1123,HUVEC-09,2,F03
-2.7602825,16.429071,1126,1126,RPE-03,1,J03
45.714066,1.2540897,1108,1108,HUVEC-10,3,M19
52.88092,16.855383,1121,1121,U2OS-05,2,M07
-43.719723,-8.408263,1136,1136,HUVEC-12,3,H07
71.94205,-7.3868017,1124,1124,HUVEC-20,3,J03
-20.244812,-60.217335,1135,1135,HUVEC-03,2,J03
-1.2708988,61.319843,1134,1134,U2OS-03,2,J03
19.514696,-13.396508,1116,1116,HEPG2-09,1,J11
-42.26256,48.53106,1137,1137,RPE-01,1,F07
27.605564,8.096047,1108,1108,HEPG2-04,1,M15
-56.307224,29.87294,1116,1116,HUVEC-14,1,J07
-0.7426765,9.748792,1126,1126,U2OS-04,1,H15
-59.511467,11.679152,1123,1123,RPE-04,3,J22
20.769894,13.461809,1108,1108,U2OS-02,3,J03
-0.066001646,47.74807,1124,1124,RPE-11,4,H15
-4.0436387,-29.591413,1117,1117,RPE-05,2,H03
42.709557,-2.6024005,1108,1108,HUVEC-20,1,J15
21.08594,-40.46465,1130,1130,HUVEC-05,2,F22
-26.869804,43.069847,1137,1137,HUVEC-21,1,C22
-29.421286,40.171593,1137,1137,HUVEC-20,1,M22
9.593759,-65.77113,1131,1131,HUVEC-22,2,M15
-16.38667,0.844793,1109,1109,HEPG2-11,2,J03
-1.9091797,-53.630024,1117,1117,HUVEC-16,1,C15
-1.3948145,-53.380424,1128,1128,HUVEC-16,3,C22
25.025393,-38.890278,1130,1130,HUVEC-24,3,H11
27.254942,-54.920734,1131,1131,RPE-11,3,M15
53.674484,24.721542,1121,1121,HUVEC-06,4,M15
2.451494,3.057486,1138,1138,U2OS-01,2,B02
11.851294,-69.52458,1131,1131,HUVEC-12,2,F19
71.96013,-8.888349,1124,1124,HUVEC-13,4,J03
7.2278414,34.14519,1124,1124,HEPG2-06,3,C19
12.218418,-4.1651053,1138,1138,RPE-02,4,B02
14.925084,23.629225,1115,1115,U2OS-04,2,F22
3.9633546,-18.691034,1116,1116,U2OS-04,1,J07
42.090008,20.878265,1121,1121,RPE-07,2,F03
-0.31571817,-26.668905,1117,1117,RPE-03,2,F15
-28.553612,40.919357,1137,1137,HUVEC-14,1,C19
-32.368683,3.4082217,1123,1123,HEPG2-01,3,J11
-55.032406,27.400091,1116,1116,HUVEC-04,2,F07
-4.264349,-28.855322,1128,1128,RPE-07,2,F07
15.976244,-23.097301,1131,1131,HEPG2-03,1,M03
-21.209982,-21.3009,1128,1128,HEPG2-09,4,J11
-0.45973122,-47.035892,1128,1128,HUVEC-07,3,J11
18.38976,21.794376,1129,1129,U2OS-01,3,C11
45.421265,-0.7111495,1108,1108,HUVEC-07,4,C03
28.532618,-22.49896,1130,1130,HEPG2-08,1,F22
-50.67715,-21.346598,1109,1109,HUVEC-01,3,M19
43.74312,2.1417344,1108,1108,HUVEC-09,4,J19
37.79432,10.584164,1108,1108,RPE-05,2,C11
0.2760443,-47.90114,1117,1117,HUVEC-09,3,F15
-33.158974,21.798288,1125,1125,HUVEC-07,4,H22
-31.96676,24.457468,1125,1125,HUVEC-23,2,J07
43.832745,-19.585758,1133,1133,HUVEC-23,4,M11
29.59551,21.872656,1129,1129,RPE-07,2,M15
-8.763172,36.754982,1134,1134,HEPG2-09,1,C03
0.38202107,8.325624,1126,1126,U2OS-04,3,F22
-0.89907396,24.494888,1126,1126,HEPG2-05,3,J15
-43.404934,-6.6848464,1136,1136,HUVEC-20,3,F15
70.99498,-7.4692326,1124,1124,HUVEC-09,2,H03
-57.06662,28.710154,1116,1116,HUVEC-14,2,M11
-18.450472,31.277443,1137,1137,HEPG2-11,2,C03
-35.21062,-19.898172,1136,1136,RPE-03,4,M19
-55.448265,27.377108,1116,1116,HUVEC-07,4,F11
-1.492966,-28.314507,1128,1128,RPE-11,2,M11
39.89947,-37.5822,1130,1130,RPE-04,2,C19
-20.97305,-42.020107,1135,1135,HEPG2-10,2,F22
-55.63062,27.804148,1116,1116,HUVEC-07,2,F11
-32.451107,1.4756302,1123,1123,HEPG2-03,3,F03
1.367418,-6.3704224,1138,1138,HUVEC-24,3,N22
-31.428337,2.1995735,1123,1123,HEPG2-06,4,C03
-13.287206,15.477144,1126,1126,HUVEC-01,2,F15
5.6356683,-38.38667,1128,1128,HEPG2-04,2,H15
58.463287,9.645157,1121,1121,HEPG2-02,2,H03
36.535645,11.285214,1108,1108,RPE-09,4,H19
72.48082,-6.401244,1124,1124,HUVEC-07,3,H19
7.1713676,5.1892724,1138,1138,HEPG2-11,4,B02
-28.540453,41.58543,1137,1137,HUVEC-02,4,J11
-6.4907494,-54.54501,1117,1117,HUVEC-17,1,F11
21.026863,-40.467987,1130,1130,HUVEC-05,2,F22
-27.012594,42.822006,1137,1137,HUVEC-21,3,M07
14.455301,23.553713,1115,1115,U2OS-03,4,H03
8.802914,5.1872835,1138,1138,HEPG2-10,2,B02
-52.49607,28.13205,1116,1116,HUVEC-18,3,F11
21.5734,42.367844,1129,1129,RPE-01,1,M19
20.77649,-35.82067,1130,1130,HUVEC-02,1,F22
16.839205,4.399124,1133,1133,HEPG2-03,4,J22
41.933643,-37.078823,1130,1130,RPE-05,4,F15
-18.12877,29.995634,1137,1137,HEPG2-01,2,H15
19.322353,21.748718,1129,1129,U2OS-01,2,H11
-14.228093,-2.8435755,1109,1109,U2OS-01,2,J22
-56.184063,29.050262,1116,1116,HUVEC-15,3,F07
6.1126304,-38.068237,1128,1128,HEPG2-03,2,H19
26.159525,-55.397133,1131,1131,RPE-11,4,C07
31.907488,36.630432,1129,1129,HUVEC-07,3,J15
-11.2105665,15.949808,1126,1126,HUVEC-04,4,F22
45.71439,-18.195368,1133,1133,HUVEC-24,1,H22
-4.616616,-50.849865,1128,1117,HUVEC-22,4,F19
28.714453,-8.088335,1133,1133,RPE-06,2,H11
-42.175106,50.49733,1137,1137,RPE-07,1,F03
-30.889736,-36.279503,1135,1135,RPE-02,2,C11
-51.457317,-21.817667,1109,1109,HUVEC-02,4,J03
-25.432087,9.137219,1125,1125,HEPG2-01,4,C03
7.918176,36.06429,1124,1124,HEPG2-11,4,H11
22.984722,-35.933266,1130,1130,HUVEC-08,4,J19
-15.442506,66.04937,1134,1134,HUVEC-24,4,M22
-52.107193,29.16518,1116,1116,HUVEC-11,4,M22
-50.706043,-22.556295,1109,1109,HUVEC-18,2,C07
28.568888,-5.999089,1133,1133,RPE-08,4,F22
-50.642204,-21.153564,1109,1109,HUVEC-02,4,J03
27.582901,-54.66096,1131,1131,RPE-03,2,J22
-2.5747168,-27.953548,1128,1128,RPE-08,3,H07
-33.18127,40.67136,1137,1137,HUVEC-18,3,M22
-54.061874,26.928364,1116,1116,HUVEC-12,1,F11
-33.561073,24.018673,1125,1125,HUVEC-23,4,C19
6.562976,34.506138,1124,1124,HEPG2-06,2,J19
-9.04681,36.802563,1134,1134,HEPG2-11,1,M11
14.354132,24.266357,1115,1115,U2OS-01,1,H19
16.927921,-22.55915,1131,1131,HEPG2-11,4,H15
-34.615204,21.413774,1125,1125,HUVEC-07,1,H22
20.765377,56.886383,1115,1115,HUVEC-03,3,M11
-2.4821122,49.294247,1124,1124,RPE-07,4,H22
42.571865,-21.538832,1133,1133,HUVEC-06,4,H03
-31.078793,21.462599,1125,1125,HUVEC-22,1,F03
-55.813686,27.799946,1116,1116,HUVEC-13,4,C15
-29.669172,41.170303,1137,1137,HUVEC-01,2,H22
15.999072,-23.010607,1131,1131,HEPG2-03,3,H15
-45.868797,-41.68023,1109,1109,RPE-07,3,M15
-0.078804284,-5.805548,1138,1138,HUVEC-04,4,B02
-4.2625976,-48.222168,1128,1128,HUVEC-23,4,M15
10.9951,-5.175491,1138,1138,RPE-04,3,B02
27.715511,8.932922,1108,1108,HEPG2-01,4,M15
-14.650443,65.6705,1134,1134,HUVEC-17,2,J22
15.829496,-22.321033,1131,1131,HEPG2-06,4,J03
-59.575428,10.163037,1123,1123,RPE-06,4,F11
-50.961666,-20.545475,1109,1109,HUVEC-11,1,H19
14.292266,-23.66991,1131,1131,HEPG2-01,4,J07
13.967255,23.3622,1115,1115,U2OS-02,4,C07
-46.568626,-39.07021,1109,1109,RPE-08,4,H07
-32.811,-14.080428,1136,1136,U2OS-04,4,J03
39.27002,10.890781,1108,1108,RPE-11,4,C15
-25.83251,-57.689938,1135,1135,HUVEC-18,2,M15
25.056866,-38.496487,1130,1130,HUVEC-24,2,F22
-12.448486,63.073746,1134,1134,HUVEC-17,2,J22
-21.064903,-56.20694,1135,1135,HUVEC-15,2,C19
6.614556,34.873577,1124,1124,HEPG2-07,2,J22
-45.54863,-5.1272163,1136,1136,HUVEC-18,1,M19
46.21918,0.38473466,1108,1108,HUVEC-02,4,F22
-42.24379,-7.226178,1136,1136,HUVEC-22,1,J19
-11.396396,-14.827287,1116,1116,RPE-07,3,C19
-10.957891,18.14487,1126,1126,HUVEC-09,2,M15
41.24238,-38.85061,1130,1130,RPE-09,1,J07
-19.20648,-41.798786,1135,1135,HEPG2-08,3,F07
19.201614,56.845066,1115,1115,HUVEC-12,3,J07
-71.545044,-1.5475041,1123,1123,HUVEC-15,1,F07
-11.186112,-15.262614,1116,1116,RPE-06,1,J11
28.371393,-21.36611,1130,1130,HEPG2-07,3,F19
2.418787,2.759144,1138,1138,U2OS-01,3,B02
31.588669,38.811,1129,1129,HUVEC-09,1,M22
-17.94833,0.023704708,1109,1109,HEPG2-02,4,M03
-30.58658,22.29321,1125,1125,HUVEC-23,1,J07
55.92387,27.96837,1121,1121,HUVEC-24,4,F19
2.0105212,2.7708511,1138,1138,U2OS-03,1,B02
52.10442,25.286228,1121,1121,HUVEC-15,3,C03
-40.02811,11.197111,1125,1125,RPE-08,1,M03
-59.203842,11.084902,1123,1123,RPE-02,1,F19
71.67129,-5.176739,1124,1124,HUVEC-04,3,F11
1.7601541,-7.156833,1138,1138,HUVEC-24,1,C03
50.474686,26.278807,1121,1121,HUVEC-15,1,C03
6.503169,34.53123,1124,1124,HEPG2-08,4,F07
45.39387,-18.843714,1133,1133,HUVEC-24,3,C03
17.745577,40.703106,1129,1129,HUVEC-03,2,J11
0.7017809,-51.10865,1128,1128,HUVEC-12,2,C15
-10.149881,18.684711,1126,1126,HUVEC-12,2,C11
43.282703,21.437618,1121,1121,RPE-09,1,C07
19.21853,34.160324,1129,1129,HEPG2-04,3,M22
54.373886,27.367563,1121,1121,HUVEC-07,2,H07
43.104313,-2.771058,1108,1108,HUVEC-08,1,C07
-16.163797,2.178582,1109,1109,HEPG2-07,1,F11
-45.3393,-6.04578,1136,1136,HUVEC-18,1,M19
46.56882,-20.923624,1133,1133,HUVEC-01,1,M15
-2.3322585,-30.472904,1117,1117,RPE-07,4,M22
22.250786,55.979473,1115,1115,HUVEC-02,2,F11
-1.3643985,61.32397,1134,1134,U2OS-01,3,M19
